,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
5299,False,False,True,False,False,False,True,False,True,False
5300,False,False,False,False,False,False,True,False,True,False
5301,False,True,False,False,False,True,False,False,True,False
5302,False,False,False,False,False,False,True,False,True,False
5303,False,True,False,False,False,False,True,False,False,True
5304,False,True,False,False,False,False,True,False,True,False
5305,False,False,False,False,False,False,True,False,False,True
5306,False,True,False,False,False,False,True,False,False,True
5307,False,True,True,False,False,False,False,True,True,False
5308,True,False,False,False,False,False,True,False,True,False
5309,False,False,False,False,False,True,False,False,True,False
5310,False,False,False,False,False,False,True,False,True,False
5311,True,False,False,False,False,True,False,False,True,False
5312,False,True,False,False,False,True,False,False,False,True
5313,True,False,False,False,False,True,False,False,True,False
5314,False,False,False,False,False,False,True,False,True,False
5315,False,True,False,False,False,True,False,False,True,False
5316,False,True,False,False,False,False,False,True,True,False
5317,False,False,False,False,False,False,False,True,True,False
5318,True,False,False,False,False,True,False,False,True,False
5319,False,True,False,False,False,True,False,False,True,False
5320,False,False,False,False,False,True,False,False,True,False
5321,False,False,False,False,False,False,False,True,True,False
5322,False,True,False,False,False,False,True,False,True,False
5323,False,False,False,False,False,False,True,False,False,True
5324,False,False,False,False,False,False,True,False,True,False
5325,True,False,False,False,False,False,False,True,True,False
5326,True,False,False,False,False,False,False,True,True,False
5327,False,True,False,False,False,False,True,False,True,False
5328,False,True,False,False,False,True,False,False,True,False
5329,False,False,False,False,False,True,False,False,True,False
5330,False,True,True,False,False,False,True,False,True,False
5331,False,False,False,False,False,False,False,True,True,False
5332,False,False,False,False,False,False,True,False,True,False
5333,False,True,False,False,False,False,True,False,True,False
5334,False,False,False,False,False,False,True,False,True,False
5335,False,True,False,False,False,False,True,False,True,False
5336,False,True,False,False,False,False,True,False,True,False
5337,True,False,False,False,False,False,True,False,False,True
5338,False,True,False,False,False,False,True,False,True,False
5339,False,True,False,False,False,False,True,False,True,False
5340,False,False,False,False,False,False,True,False,False,True
5341,False,True,False,False,False,False,True,False,True,False
5342,False,True,False,False,False,False,False,True,True,False
5343,False,True,False,False,False,False,True,False,True,False
5344,False,False,False,False,False,False,True,False,True,False
5345,False,True,False,False,False,True,False,False,True,False
5346,False,False,False,False,False,False,True,False,False,True
5347,True,False,False,False,False,False,False,True,True,False
5348,False,True,True,True,False,False,False,True,True,False
5349,False,True,True,False,False,True,False,False,True,False
5350,False,False,True,False,False,False,False,True,True,False
5351,False,False,False,False,False,False,True,False,True,False
5352,False,False,False,False,False,False,False,True,True,False
5353,False,True,True,False,False,True,False,False,True,False
5354,False,True,False,False,False,False,True,False,True,False
5355,False,True,False,False,False,False,True,False,True,False
5356,False,True,False,False,False,False,True,False,False,True
5357,False,True,False,False,False,False,True,False,False,True
5358,False,True,False,False,False,True,False,False,False,True
5359,False,True,True,False,False,False,True,False,True,False
5360,True,False,False,False,False,False,True,False,False,True
5361,False,True,False,False,False,False,True,False,True,False
5362,False,True,False,False,False,True,False,False,True,False
5363,False,True,True,False,False,False,True,False,True,False
5364,True,False,False,False,False,False,True,False,True,False
5365,True,False,False,False,False,True,False,False,False,True
5366,True,False,False,False,False,True,False,False,False,True
5367,False,False,False,False,False,False,True,False,True,False
5368,False,False,False,False,False,False,True,False,True,False
5369,False,True,False,False,False,True,False,False,True,False
5370,True,False,False,False,False,True,False,False,True,False
5371,False,True,False,False,False,True,False,False,True,False
5372,True,False,False,False,False,False,True,False,True,False
5373,False,False,False,False,False,False,True,False,True,False
5374,False,True,False,False,False,False,True,False,True,False
5375,False,True,False,False,False,False,True,False,False,True
5376,False,False,False,False,False,False,True,False,True,False
5377,False,True,False,False,False,False,True,False,True,False
5378,False,True,True,False,False,False,False,True,True,False
5379,False,True,False,False,False,False,True,False,False,True
5380,False,True,False,False,False,False,True,False,True,False
5381,False,False,False,False,False,True,False,False,True,False
5382,False,True,False,False,False,False,True,False,False,True
5383,False,True,False,False,False,False,True,False,True,False
5384,False,True,False,False,False,False,True,False,False,True
5385,False,True,True,False,False,False,True,False,True,False
5386,False,True,True,False,False,False,False,True,True,False
5387,False,True,False,False,False,True,False,False,True,False
5388,False,True,False,False,False,False,False,True,True,False
5389,False,False,False,False,False,False,True,False,False,True
5390,False,True,False,False,False,False,True,False,True,False
5391,False,True,False,False,False,True,False,False,False,True
5392,True,False,False,False,False,True,False,False,True,False
5393,False,True,False,False,False,True,False,False,False,True
5394,False,True,False,False,False,False,True,False,True,False
5395,True,False,False,False,False,False,True,False,True,False
5396,False,True,False,False,False,False,False,True,True,False
5397,False,True,False,False,False,False,True,False,True,False
5398,True,False,False,False,False,False,True,False,True,False
5399,False,False,False,False,False,False,True,False,True,False
5400,False,True,False,False,False,False,False,True,True,False
5401,False,False,False,False,False,False,True,False,True,False
5402,False,False,False,False,False,False,False,True,True,False
5403,False,True,False,False,False,True,False,False,False,True
5404,False,True,True,False,False,False,True,False,True,False
5405,False,True,False,True,False,False,False,True,True,False
5406,False,True,False,False,False,False,True,False,True,False
5407,False,True,True,False,False,False,False,True,True,False
